-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 08/15/1994 through 08/15/2024 
Location: Latitude  40.7417   Longitude 22.8516 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 233.19 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,T2M,QV2M,WS10M,WD10M,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF
2017,5,29,19.76,8.0,2.01,41.0,6.74,2.4
2017,5,30,20.86,8.42,2.11,248.19,8.38,2.01
2017,5,31,22.65,9.28,1.84,211.44,10.14,1.38
2017,6,1,24.51,9.95,2.34,257.44,9.0,1.72
2017,6,2,24.4,10.93,1.84,148.31,6.3,2.57
2017,6,3,23.21,11.66,1.89,91.31,3.76,3.33
2017,6,4,21.08,11.78,2.59,90.69,5.09,3.02
2017,6,5,22.43,9.89,2.23,130.06,7.01,2.26
2017,6,6,23.29,10.19,2.39,158.44,8.9,1.77
2017,6,7,23.73,10.99,2.7,134.38,4.76,3.35
2017,6,8,22.96,11.41,2.81,274.69,1.45,2.43
2017,6,9,21.98,8.67,4.02,281.12,10.11,1.35
2017,6,10,22.21,10.07,2.59,164.81,8.71,1.81
2017,6,11,19.19,10.86,1.55,115.44,1.43,2.57
2017,6,12,22.29,9.64,2.72,104.25,7.68,2.33
2017,6,13,25.09,10.31,1.12,202.12,9.84,1.5
2017,6,14,26.76,12.15,2.4,289.81,6.78,2.22
2017,6,15,24.75,12.57,1.83,131.0,2.94,3.36
2017,6,16,22.9,12.57,2.44,138.19,1.7,2.89
2017,6,17,22.31,11.17,2.73,248.12,2.0,3.28
2017,6,18,20.08,7.57,5.56,334.12,7.01,2.38
2017,6,19,21.11,8.79,3.3,167.56,4.7,2.8
2017,6,20,23.57,9.28,1.98,279.81,7.52,2.09
2017,6,21,25.09,9.46,1.97,134.62,9.59,1.55
2017,6,22,27.23,9.83,1.24,267.12,7.82,2.36
2017,6,23,28.08,9.4,2.15,266.19,9.71,1.44
2017,6,24,29.5,10.93,1.84,288.31,7.33,2.17
2017,6,25,28.85,10.07,2.16,207.25,10.03,1.27
2017,6,26,27.62,11.96,2.99,150.88,6.45,2.36
2017,6,27,28.44,11.96,2.1,152.81,8.94,1.63
2017,6,28,28.82,12.02,3.05,147.0,9.76,1.44
2017,6,29,29.84,12.27,3.16,152.19,9.02,1.73
2017,6,30,31.81,10.74,2.22,190.81,9.71,1.53
2017,7,1,32.48,10.01,2.8,144.25,10.04,1.45
2017,7,2,32.8,9.89,2.8,225.44,8.92,1.81
2017,7,3,26.93,9.77,8.68,319.88,8.43,2.04
2017,7,4,25.18,8.73,3.56,181.69,8.62,1.96
2017,7,5,25.92,9.09,1.57,103.44,9.02,1.91
2017,7,6,26.4,9.28,2.04,148.19,10.31,1.17
2017,7,7,28.7,9.4,2.91,223.5,10.66,1.08
2017,7,8,27.3,11.84,2.11,173.69,9.2,1.55
2017,7,9,29.44,11.17,1.93,225.06,8.6,1.68
2017,7,10,29.22,11.6,3.12,133.12,7.44,2.18
2017,7,11,29.25,11.41,2.79,151.19,8.64,1.8
2017,7,12,30.42,10.25,1.46,205.94,10.28,1.3
2017,7,13,30.78,11.23,1.86,146.12,8.75,1.71
2017,7,14,28.68,10.93,2.53,72.56,4.03,3.13
2017,7,15,25.17,12.94,3.16,117.75,4.35,3.17
2017,7,16,21.93,11.29,3.23,110.31,0.67,1.18
2017,7,17,18.46,11.47,4.73,30.81,0.6,1.08
2017,7,18,21.97,10.19,2.99,89.94,4.45,2.69
2017,7,19,24.15,10.5,1.7,201.5,9.26,1.53
2017,7,20,25.07,10.8,1.6,124.06,9.52,1.43
2017,7,21,26.26,10.99,1.23,95.12,9.59,1.37
2017,7,22,26.67,11.23,1.62,136.31,9.33,1.37
2017,7,23,27.52,12.08,1.85,147.19,8.62,1.62
2017,7,24,27.92,11.96,2.23,129.12,7.98,1.97
2017,7,25,28.06,11.9,2.41,185.19,8.59,1.76
2017,7,26,26.98,12.21,2.18,189.0,8.05,1.95
2017,7,27,23.95,11.54,2.64,329.88,5.57,2.54
2017,7,28,23.97,9.16,4.56,325.5,9.53,1.28
2017,7,29,26.06,9.77,2.62,288.75,10.6,0.92
2017,7,30,27.33,10.99,2.18,123.0,10.22,1.01
2017,7,31,26.68,11.72,2.38,108.81,10.42,1.0
2017,8,1,26.69,10.25,2.45,93.06,10.76,0.85
2017,8,2,27.84,9.46,1.95,148.94,10.71,0.85
2017,8,3,29.33,9.28,1.55,241.94,10.75,0.9
2017,8,4,29.91,10.07,1.88,149.44,9.56,1.13
2017,8,5,30.76,10.68,1.67,149.94,8.55,1.47
2017,8,6,31.81,11.29,1.69,137.19,8.44,1.54
2017,8,7,31.82,11.96,2.29,169.06,7.0,1.83
2017,8,8,31.14,12.39,2.18,124.06,6.19,2.17
2017,8,9,30.74,12.33,2.69,108.12,7.94,1.74
2017,8,10,30.32,12.51,2.09,143.62,8.1,1.6
2017,8,11,30.22,12.15,1.86,157.0,8.14,1.6
2017,8,12,29.51,11.54,3.58,138.38,7.65,1.72
2017,8,13,26.05,10.25,6.49,309.75,6.55,2.32
2017,8,14,25.22,9.34,3.7,298.06,8.64,1.42
2017,8,15,27.42,10.25,1.74,219.25,8.18,1.52
2017,8,16,28.81,9.83,2.53,47.88,5.64,2.07
2017,8,17,28.66,8.24,2.96,108.06,7.34,1.83
2017,8,18,28.69,7.57,2.02,119.31,7.29,1.85
2017,8,19,28.63,8.18,2.04,123.94,8.1,1.52
2017,8,20,28.01,8.97,2.52,140.62,7.31,1.7
2017,8,21,25.65,11.05,3.75,273.62,2.28,2.6
2017,8,22,23.62,7.81,3.41,284.12,6.04,2.22
2017,8,23,23.2,8.79,1.48,226.31,7.54,1.57
2017,8,24,23.95,6.9,2.05,189.56,9.61,0.98
2017,8,25,24.23,8.06,2.08,109.25,9.4,1.04
2017,8,26,24.92,8.12,1.75,101.69,9.55,0.96
2017,8,27,26.02,8.18,1.99,108.81,9.38,0.99
2017,8,28,27.16,8.97,1.67,190.88,8.79,1.13
2017,8,29,24.5,10.86,2.47,46.62,1.53,2.37
2017,8,30,22.07,9.52,3.35,123.62,5.89,2.11
2017,8,31,22.1,8.91,2.3,142.38,9.08,1.06
2017,9,1,22.93,9.28,1.77,160.38,8.35,1.32
2017,9,2,24.45,10.99,2.17,166.5,7.81,1.35
2017,9,3,24.16,11.23,3.23,161.12,5.48,2.06
2017,9,4,22.54,7.2,4.07,288.5,6.79,1.99
2017,9,5,20.8,8.0,2.73,172.94,1.95,2.73
2017,9,6,21.01,6.71,3.2,289.69,9.19,0.88
2017,9,7,22.89,8.79,2.71,163.12,9.18,0.85
2017,9,8,23.67,9.22,2.56,125.62,8.09,1.23
2017,9,9,22.54,11.78,3.92,129.0,1.64,2.31
2017,9,10,23.66,11.47,2.3,118.56,7.95,1.25
2017,9,11,23.82,13.0,4.67,130.94,4.93,1.96
2017,9,12,25.04,11.35,3.34,218.88,7.03,1.68
2017,9,13,25.42,8.85,3.28,299.88,8.31,1.04
2017,9,14,24.61,10.13,2.98,156.31,8.5,0.98
2017,9,15,24.9,10.86,1.82,129.12,8.71,0.89
2017,9,16,25.41,9.83,1.62,126.25,8.4,0.87
2017,9,17,26.21,9.83,2.23,143.0,7.97,1.17
2017,9,18,27.14,9.46,2.27,210.12,8.59,0.86
2017,9,19,26.19,9.52,2.37,192.12,7.45,1.31
2017,9,20,25.18,9.46,3.24,222.06,5.62,1.46
2017,9,21,20.73,6.71,5.31,306.88,5.11,1.62
2017,9,22,18.5,5.43,4.84,317.06,6.6,1.21
2017,9,23,19.19,5.86,3.05,282.19,8.65,0.89
2017,9,24,20.51,7.14,2.04,155.0,6.33,1.57
2017,9,25,20.26,8.06,2.7,125.94,0.97,1.77
2017,9,26,18.39,9.52,3.02,249.5,2.06,2.11
2017,9,27,18.51,8.91,2.75,200.5,4.6,1.63
2017,9,28,17.35,8.3,4.17,72.75,0.96,1.62
2017,9,29,16.44,6.59,4.22,67.75,0.88,1.45
2017,9,30,15.48,6.29,3.2,81.5,1.56,1.91
2017,10,1,15.16,6.84,3.12,101.69,4.88,1.48
2017,10,2,15.41,7.14,2.77,120.12,1.95,1.84
2017,10,3,16.29,7.39,1.98,121.75,4.45,1.83
2017,10,4,17.37,8.06,1.77,201.88,7.03,1.1
2017,10,5,18.65,8.42,2.02,238.25,8.62,0.68
2017,10,6,19.08,9.22,2.2,195.38,6.95,1.16
2017,10,7,16.63,9.34,5.42,195.62,0.67,1.03
2017,10,8,12.78,5.31,5.63,334.75,7.26,1.0
2017,10,9,14.76,5.49,3.16,332.69,8.25,0.73
2017,10,10,15.09,6.16,2.0,144.75,8.12,0.7
2017,10,11,16.08,7.08,1.64,158.06,6.0,1.17
2017,10,12,16.79,7.2,1.71,219.81,8.14,0.68
2017,10,13,17.9,6.96,2.11,290.12,8.26,0.62
2017,10,14,17.44,7.14,3.41,256.44,7.5,0.9
2017,10,15,17.96,7.2,1.79,190.31,7.84,0.65
2017,10,16,18.96,7.26,2.5,209.0,7.94,0.66
2017,10,17,18.81,8.12,1.52,75.94,6.8,1.08
2017,10,18,18.99,6.84,2.2,161.06,6.88,1.11
2017,10,19,19.17,6.53,1.69,104.62,6.99,0.94
2017,10,20,18.06,7.63,1.6,195.25,7.17,0.87
2017,10,21,18.18,7.75,1.95,213.19,7.56,0.65
2017,10,22,18.24,8.06,2.28,238.81,6.21,1.03
2017,10,23,16.93,10.13,3.55,144.25,0.5,0.74
2017,10,24,12.39,6.47,4.66,321.25,4.63,1.29
2017,10,25,12.08,6.96,3.8,153.19,2.05,1.35
2017,10,26,13.44,5.92,1.87,229.75,6.77,0.75
2017,10,27,13.74,6.53,2.23,254.38,7.37,0.74
2017,10,28,11.44,6.29,5.18,297.25,2.05,0.85
2017,10,29,11.11,4.88,3.68,284.19,5.8,1.08
2017,10,30,10.61,4.39,5.48,263.88,6.07,0.99
2017,10,31,7.9,3.36,4.49,339.56,8.25,0.5
2017,11,1,8.58,3.54,2.41,255.62,7.6,0.58
2017,11,2,9.16,4.09,2.24,285.81,7.47,0.57
2017,11,3,11.05,4.94,1.84,214.19,0.8,1.67
2017,11,4,11.18,6.71,2.76,59.19,1.26,1.07
2017,11,5,11.0,5.98,2.01,101.69,4.59,1.07
2017,11,6,10.75,6.04,3.13,120.25,2.47,1.21
2017,11,7,11.87,7.51,4.34,109.44,0.55,0.65
2017,11,8,12.92,8.48,4.91,129.94,0.46,0.64
2017,11,9,13.03,6.9,1.89,264.5,6.98,0.55
2017,11,10,11.58,6.41,2.05,155.44,5.34,0.86
2017,11,11,11.95,8.24,2.39,153.62,0.75,1.33
2017,11,12,14.18,9.03,2.53,160.75,1.98,1.33
2017,11,13,14.68,9.95,4.2,140.0,1.04,1.02
2017,11,14,14.31,9.03,2.59,125.44,1.03,1.19
2017,11,15,15.05,9.7,6.49,103.12,0.45,0.53
2017,11,16,12.98,8.48,8.11,88.88,0.33,0.4
2017,11,17,11.89,8.18,5.69,82.0,0.4,0.45
2017,11,18,12.45,8.24,3.27,76.75,0.98,0.98
2017,11,19,11.86,7.39,1.77,170.75,1.65,1.29
2017,11,20,7.94,5.0,6.55,325.94,4.7,0.92
2017,11,21,6.25,3.72,3.43,309.56,7.22,0.45
2017,11,22,8.3,4.39,2.68,311.62,4.64,0.95
2017,11,23,9.9,5.43,2.2,270.06,7.08,0.44
2017,11,24,9.83,5.8,1.49,117.62,6.68,0.52
2017,11,25,8.96,6.59,2.07,80.12,4.2,0.85
2017,11,26,11.09,6.77,1.29,189.19,4.5,0.87
2017,11,27,7.43,6.04,5.75,255.0,0.36,0.44
2017,11,28,3.76,3.85,6.2,321.19,3.64,1.1
2017,11,29,4.3,3.6,2.08,235.19,6.24,0.6
2017,11,30,11.3,7.75,5.31,163.88,0.68,0.79
2017,12,1,14.57,9.7,6.94,155.19,0.37,0.47
2017,12,2,14.87,10.07,6.0,152.5,0.4,0.55
2017,12,3,13.85,8.06,4.27,208.12,4.09,0.85
2017,12,4,9.04,5.49,3.41,301.62,3.25,0.87
2017,12,5,3.72,3.66,6.59,330.56,5.31,0.64
2017,12,6,3.55,3.85,4.84,318.56,6.57,0.46
2017,12,7,5.86,4.46,3.55,315.75,7.1,0.38
2017,12,8,5.62,4.64,1.87,276.12,6.84,0.42
2017,12,9,7.68,5.68,3.11,239.81,3.5,0.99
2017,12,10,6.01,4.21,4.56,220.56,6.59,0.43
2017,12,11,6.11,3.78,1.49,207.19,5.59,0.62
2017,12,12,9.51,5.98,1.12,216.75,4.92,0.65
2017,12,13,10.55,7.08,1.82,252.94,2.09,1.31
2017,12,14,11.11,6.35,2.67,277.38,4.26,0.88
2017,12,15,9.91,6.23,2.42,217.25,1.81,1.05
2017,12,16,11.37,8.18,4.8,171.44,0.91,0.93
2017,12,17,8.79,6.29,4.7,268.38,1.22,0.68
2017,12,18,3.8,4.52,3.45,198.5,0.51,0.7
2017,12,19,1.66,3.36,4.54,325.25,4.91,0.68
2017,12,20,1.08,3.3,2.41,146.56,5.86,0.54
2017,12,21,1.46,3.42,2.56,90.0,0.31,0.38
2017,12,22,0.39,3.05,2.78,172.88,0.67,1.15
2017,12,23,1.44,3.42,4.74,334.0,4.91,0.69
2017,12,24,3.91,4.39,4.55,318.06,5.54,0.59
2017,12,25,6.37,4.88,2.37,325.62,7.12,0.36
2017,12,26,7.19,5.49,1.37,132.75,4.72,0.75
2017,12,27,7.74,6.16,1.62,156.25,2.75,0.84
2017,12,28,9.32,7.39,5.21,162.19,0.5,0.66
2017,12,29,8.75,6.04,1.95,243.75,2.13,1.08
2017,12,30,5.3,4.46,5.51,324.19,5.69,0.56
2017,12,31,3.37,3.6,3.38,326.69,6.02,0.63
2018,1,1,6.76,4.33,1.62,238.81,5.49,0.6
2018,1,2,8.3,5.07,2.17,187.88,5.13,0.67
2018,1,3,6.54,4.52,4.48,325.56,5.64,0.59
2018,1,4,4.48,4.46,4.22,282.69,1.92,0.97
2018,1,5,5.05,3.91,1.79,269.12,5.66,0.57
2018,1,6,7.38,4.7,1.7,95.31,6.25,0.52
2018,1,7,8.12,5.86,1.7,136.81,2.05,1.32
2018,1,8,7.59,5.98,1.43,145.19,0.59,1.12
2018,1,9,7.08,5.92,2.47,157.94,0.5,1.01
2018,1,10,7.71,6.04,2.66,78.75,0.31,0.45
2018,1,11,8.28,5.8,1.36,139.0,1.56,1.11
2018,1,12,7.39,5.98,3.03,99.88,0.35,0.46
2018,1,13,5.01,4.76,8.15,64.56,0.31,0.39
2018,1,14,2.93,3.54,4.8,91.94,0.56,0.71
2018,1,15,4.29,4.82,3.46,106.19,0.54,0.62
2018,1,16,6.34,5.37,1.39,221.44,2.48,1.04
2018,1,17,9.33,6.35,4.44,229.81,2.01,0.82
2018,1,18,4.26,3.48,9.35,317.06,6.35,0.6
2018,1,19,5.53,3.54,2.32,243.38,7.11,0.47
2018,1,20,7.68,5.74,1.49,239.69,2.37,1.34
2018,1,21,6.13,5.55,2.16,122.75,0.41,0.67
2018,1,22,4.55,3.91,8.03,332.19,5.55,0.7
2018,1,23,2.48,3.42,1.97,161.0,4.85,0.97
2018,1,24,3.16,3.23,2.8,69.56,5.42,0.8
2018,1,25,0.83,2.14,1.83,115.19,7.81,0.46
2018,1,26,2.58,2.87,2.09,94.31,7.39,0.48
2018,1,27,4.07,3.78,1.48,100.56,5.43,0.81
2018,1,28,5.17,4.46,1.7,255.75,6.82,0.62
2018,1,29,6.35,4.64,3.18,319.88,7.28,0.53
2018,1,30,7.73,5.0,3.18,320.62,7.32,0.5
2018,1,31,6.44,4.94,2.99,246.62,7.59,0.52
2018,2,1,7.83,5.43,2.08,183.69,6.19,0.79
2018,2,2,9.98,6.9,3.62,180.25,1.05,1.61
2018,2,3,10.86,7.57,4.91,164.12,0.73,1.47
2018,2,4,9.95,6.29,3.74,265.0,1.44,1.36
2018,2,5,7.09,5.0,1.88,102.25,6.8,0.73
2018,2,6,6.62,5.19,3.34,122.75,2.14,1.12
2018,2,7,6.97,5.62,4.88,96.38,0.49,0.63
2018,2,8,9.58,5.98,2.37,259.44,4.85,1.21
2018,2,9,9.12,5.31,2.4,227.31,5.08,1.43
2018,2,10,6.78,5.62,6.29,70.44,0.38,0.5
2018,2,11,5.01,4.88,4.12,232.94,0.73,1.31
2018,2,12,5.91,4.46,1.09,229.5,3.76,1.36
2018,2,13,6.21,5.43,4.24,118.38,0.62,1.02
2018,2,14,7.34,4.88,5.39,218.44,4.9,1.3
2018,2,15,5.31,4.39,5.52,48.62,0.53,1.05
2018,2,16,6.05,4.52,2.35,71.44,3.61,1.19
2018,2,17,6.09,4.94,2.39,211.5,7.87,0.66
2018,2,18,7.81,5.74,2.3,133.12,1.53,1.63
2018,2,19,7.13,5.43,3.98,89.56,0.65,1.06
2018,2,20,6.15,5.19,5.46,86.88,0.64,1.18
2018,2,21,6.29,5.55,6.02,78.25,0.5,0.74
2018,2,22,6.68,5.43,4.2,83.0,0.6,0.88
2018,2,23,6.73,5.43,4.73,89.81,0.74,0.99
2018,2,24,4.75,5.0,3.69,143.19,0.72,1.36
2018,2,25,4.08,4.58,4.26,151.5,0.48,0.67
2018,2,26,1.65,4.03,6.98,60.62,0.57,0.7
2018,2,27,4.08,4.46,4.16,91.75,4.79,1.48
2018,2,28,3.27,3.85,5.09,315.31,4.5,1.79
2018,3,1,1.37,3.36,3.55,199.56,1.09,1.55
2018,3,2,7.88,6.41,3.1,138.44,0.85,1.57
2018,3,3,10.84,6.53,2.77,234.38,6.03,1.36
2018,3,4,12.19,6.71,3.44,201.56,6.3,1.23
2018,3,5,7.4,5.86,6.66,80.0,0.42,0.68
2018,3,6,10.48,6.96,2.84,135.31,1.27,1.68
2018,3,7,12.39,6.71,3.01,231.25,7.11,1.16
2018,3,8,10.73,6.35,4.59,271.69,5.0,1.78
2018,3,9,9.78,5.37,2.41,281.19,2.96,2.95
2018,3,10,9.83,5.49,2.02,248.88,8.97,0.8
2018,3,11,11.53,6.47,2.05,219.69,8.55,0.74
2018,3,12,12.26,7.81,2.83,123.75,2.61,1.98
2018,3,13,11.81,6.65,4.2,265.06,4.35,1.88
2018,3,14,10.68,5.86,3.22,295.81,5.52,1.61
2018,3,15,10.91,5.74,2.65,269.19,7.36,1.2
2018,3,16,10.23,6.77,1.59,198.0,0.76,1.71
2018,3,17,12.62,8.0,5.03,134.25,3.4,1.94
2018,3,18,14.4,8.61,4.27,182.75,2.42,1.48
2018,3,19,12.57,7.2,4.01,179.31,0.57,1.09
2018,3,20,11.51,6.16,3.3,244.31,6.7,1.75
2018,3,21,11.17,6.9,3.13,145.69,1.04,1.84
2018,3,22,7.41,5.62,8.34,70.0,0.36,0.57
2018,3,23,7.5,5.92,3.97,138.62,1.06,1.72
2018,3,24,6.42,4.82,3.71,177.31,3.47,2.43
2018,3,25,7.21,5.74,5.77,106.12,0.7,1.07
2018,3,26,11.8,7.45,3.93,172.19,1.17,2.06
2018,3,27,11.32,6.47,2.16,203.5,3.57,2.28
2018,3,28,9.86,5.62,2.63,187.0,5.97,1.84
2018,3,29,9.59,5.0,2.74,264.62,8.56,1.09
2018,3,30,11.15,6.29,2.69,127.19,8.7,1.13
2018,3,31,12.12,7.69,4.32,120.44,2.38,2.24
2018,4,1,13.55,7.02,5.87,231.62,6.24,1.94
2018,4,2,12.3,5.55,2.99,280.0,7.88,1.54
2018,4,3,13.12,5.74,2.43,138.0,9.22,0.97
2018,4,4,13.44,6.71,2.13,136.12,7.08,1.56
2018,4,5,14.16,7.2,1.59,179.06,2.45,3.16
2018,4,6,13.66,8.24,2.79,241.31,1.3,2.19
2018,4,7,13.86,7.26,3.46,127.81,1.65,2.53
2018,4,8,15.03,6.65,2.78,157.56,9.02,1.13
2018,4,9,14.85,6.23,1.87,151.31,9.03,1.1
2018,4,10,14.62,7.08,2.12,124.94,5.38,2.4
2018,4,11,14.59,7.45,2.0,113.19,1.93,2.66
2018,4,12,15.27,8.18,2.21,101.5,7.93,1.53
2018,4,13,16.02,8.79,1.97,109.62,5.97,2.49
2018,4,14,17.73,8.54,2.17,104.06,5.74,2.52
2018,4,15,16.1,8.24,4.02,94.88,1.34,3.13
2018,4,16,13.43,6.1,3.65,78.88,0.66,1.46
2018,4,17,15.73,7.87,1.88,168.69,4.23,2.8
2018,4,18,17.55,8.67,1.39,81.19,3.0,3.51
2018,4,19,18.34,8.91,1.91,226.44,3.53,2.36
2018,4,20,16.48,8.42,4.2,216.81,6.76,1.85
2018,4,21,15.55,6.9,1.82,152.19,10.09,1.1
2018,4,22,17.3,7.2,1.67,249.0,10.56,0.86
2018,4,23,19.19,7.51,1.7,204.19,10.1,0.97
2018,4,24,19.39,7.57,1.82,184.56,7.4,2.14
2018,4,25,20.33,7.93,1.7,193.56,8.3,1.57
2018,4,26,20.85,7.75,1.59,150.12,6.82,2.19
2018,4,27,22.15,8.06,1.71,143.19,8.5,1.48
2018,4,28,20.84,9.09,3.52,98.19,7.56,1.91
2018,4,29,19.37,7.93,3.72,98.12,3.46,3.3
2018,4,30,18.53,9.22,2.22,232.56,1.37,3.13
2018,5,1,21.0,9.03,2.27,182.56,6.86,2.29
2018,5,2,19.61,9.03,3.3,113.94,6.74,2.36
2018,5,3,18.51,9.46,3.92,103.25,1.58,2.94
2018,5,4,20.69,10.01,3.32,104.88,4.04,3.16
2018,5,5,20.79,10.31,2.41,150.75,1.42,2.72
2018,5,6,17.92,10.68,1.81,172.38,1.97,2.81
2018,5,7,19.65,10.31,2.48,162.81,2.81,2.67
2018,5,8,18.51,10.44,2.03,277.62,2.94,3.05
2018,5,9,19.19,9.95,1.28,194.38,3.67,2.92
2018,5,10,18.51,10.68,1.03,68.12,1.17,2.14
2018,5,11,18.3,9.89,1.6,96.69,3.58,2.96
2018,5,12,18.95,8.97,2.41,181.81,7.66,2.05
2018,5,13,17.87,8.85,2.62,161.25,3.57,3.17
2018,5,14,18.79,9.7,2.45,166.12,4.7,2.79
2018,5,15,20.36,10.5,3.01,149.31,3.61,3.16
2018,5,16,21.15,10.44,3.22,196.19,4.66,3.39
2018,5,17,21.56,9.89,2.41,211.88,6.19,2.89
2018,5,18,21.06,10.25,2.19,262.12,4.79,2.6
2018,5,19,20.85,10.74,1.98,245.12,3.42,3.27
2018,5,20,20.82,10.44,2.32,135.12,5.17,2.89
2018,5,21,20.47,10.62,2.79,92.56,1.78,2.56
2018,5,22,20.99,10.01,2.71,129.0,6.66,2.57
2018,5,23,20.76,10.56,2.82,129.44,3.52,2.76
2018,5,24,20.73,10.8,1.4,108.0,3.33,3.31
2018,5,25,21.97,10.38,2.72,134.62,6.48,2.36
2018,5,26,23.32,10.13,3.27,153.38,8.47,1.81
2018,5,27,23.46,10.13,2.15,136.0,6.66,2.32
2018,5,28,22.48,10.93,1.61,119.81,5.91,2.68
2018,5,29,23.21,9.09,1.71,106.38,7.14,2.35
2018,5,30,22.86,9.83,2.03,96.38,7.15,2.41
2018,5,31,23.38,9.34,1.66,129.81,9.41,1.74
2018,6,1,24.68,8.97,1.71,205.31,10.51,1.2
2018,6,2,24.94,10.07,2.61,130.19,6.68,2.18
2018,6,3,24.57,10.86,1.4,220.44,7.3,2.11
2018,6,4,25.28,10.93,2.78,326.56,8.42,1.82
2018,6,5,25.3,10.93,2.36,269.38,6.41,2.76
2018,6,6,24.23,12.21,1.81,120.56,4.41,3.34
2018,6,7,24.12,11.78,1.85,116.62,5.79,2.96
2018,6,8,24.85,11.78,3.36,121.44,6.28,2.76
2018,6,9,25.29,11.72,2.8,164.62,6.57,2.29
2018,6,10,24.39,11.72,3.05,204.25,4.59,3.31
2018,6,11,25.96,10.38,2.32,120.06,7.6,2.33
2018,6,12,26.3,10.31,2.62,149.12,8.24,1.96
2018,6,13,25.94,11.23,3.16,155.31,6.22,2.01
2018,6,14,25.01,11.29,3.02,131.75,3.21,3.48
2018,6,15,23.65,11.72,1.19,134.94,1.76,3.12
2018,6,16,21.88,11.11,2.23,105.06,2.37,3.06
2018,6,17,22.19,11.23,1.78,180.12,4.32,3.1
2018,6,18,23.76,11.54,1.52,170.88,3.86,2.95
2018,6,19,23.3,11.96,2.37,266.75,3.12,3.42
2018,6,20,25.73,9.58,2.91,154.12,5.55,3.01
2018,6,21,25.48,10.31,2.49,126.12,4.87,3.35
2018,6,22,24.97,11.72,1.79,211.88,6.2,2.52
2018,6,23,22.0,9.7,5.09,290.12,3.41,3.4
2018,6,24,21.05,9.46,1.84,129.62,1.52,2.89
2018,6,25,21.72,9.64,2.95,98.0,1.44,2.83
2018,6,26,19.35,11.6,4.91,67.25,0.54,1.06
2018,6,27,19.35,12.15,4.46,65.12,1.02,1.96
2018,6,28,19.62,11.11,3.35,223.31,2.16,3.23
2018,6,29,22.11,10.99,4.08,290.56,5.88,2.77
2018,6,30,23.39,11.54,4.18,307.19,6.65,2.47
2018,7,1,24.76,11.05,3.01,280.94,10.0,1.35
2018,7,2,25.37,12.7,2.43,150.19,9.72,1.51
2018,7,3,26.67,12.33,2.25,150.88,9.66,1.43
2018,7,4,27.43,12.82,2.27,146.06,8.02,1.75
2018,7,5,28.2,13.0,2.34,233.56,10.29,1.22
2018,7,6,27.12,13.85,2.9,136.56,9.19,1.69
2018,7,7,26.48,14.65,1.48,121.5,5.34,2.63
2018,7,8,24.78,12.57,3.02,329.75,4.78,2.98
2018,7,9,23.64,11.47,2.84,306.81,4.72,2.21
2018,7,10,23.87,10.44,2.74,303.5,8.66,1.84
2018,7,11,25.14,10.8,2.02,274.56,9.16,1.71
2018,7,12,26.97,11.78,1.43,215.25,9.76,1.49
2018,7,13,28.37,12.21,1.31,148.12,9.02,1.69
2018,7,14,27.51,11.72,3.03,247.81,8.91,1.84
2018,7,15,27.09,10.56,2.56,295.5,10.24,1.21
2018,7,16,27.42,11.29,3.48,291.0,8.99,1.61
2018,7,17,27.98,12.21,2.43,196.62,5.78,2.36
2018,7,18,26.87,10.62,5.57,334.81,8.58,1.81
2018,7,19,25.82,10.44,5.6,321.75,6.33,2.52
2018,7,20,26.73,11.9,2.96,318.12,8.19,1.94
2018,7,21,28.24,9.95,2.82,311.56,10.82,0.95
2018,7,22,29.33,10.31,2.48,149.5,8.9,1.58
2018,7,23,27.58,12.08,2.27,248.88,4.17,2.69
2018,7,24,24.93,12.39,2.73,336.69,4.56,2.91
2018,7,25,24.63,13.06,3.02,323.94,5.1,2.62
2018,7,26,24.04,13.98,1.81,157.81,3.5,3.1
2018,7,27,24.8,13.55,1.04,223.44,3.12,3.48
2018,7,28,26.26,13.31,1.99,241.88,7.2,2.24
2018,7,29,26.08,13.73,2.3,161.19,4.09,2.94
2018,7,30,25.89,14.28,1.75,271.56,3.79,3.31
2018,7,31,26.4,14.47,1.2,76.69,4.86,2.72
2018,8,1,26.83,14.47,1.63,205.62,5.67,2.54
2018,8,2,27.33,14.83,1.77,119.69,4.34,2.74
2018,8,3,26.46,13.61,1.43,142.5,2.04,2.86
2018,8,4,26.83,11.41,2.83,100.12,7.29,2.13
2018,8,5,27.34,10.99,2.26,106.25,7.0,2.14
2018,8,6,27.49,11.05,1.53,142.69,7.33,1.97
